2026-08-01 14:21:19,689 INFO [Hey_Jude_pages]                 Book.java:560  | 2 sheets in /Users/wangzirui/教科研数据仓库/tmp/pdfs/hey_jude_omr/Hey_Jude_pages.pdf
2026-08-01 14:21:44,412 INFO [Hey_Jude_pages#2]                Sheet.java:1583 | Stored /sheet#2/sheet#2.xml
2026-08-01 14:21:44,413 INFO [Hey_Jude_pages#2]       StepMonitoring.java:98   | TEXTS
2026-08-01 14:21:44,555 WARN [Hey_Jude_pages#2]       TesseractOrder.java:413  | TesseractOrder. Could not initialize TessBaseAPI languages: eng in legacy mode
2026-08-01 14:21:44,556 INFO [Hey_Jude_pages#2]              OcrUtil.java:139  | No OCR'd lines
2026-08-01 14:21:44,558 INFO [Hey_Jude_pages#2]                 Book.java:2565 | Stored /book.xml
2026-08-01 14:21:44,816 INFO [Hey_Jude_pages#2]                Sheet.java:1583 | Stored /sheet#2/sheet#2.xml
2026-08-01 14:21:44,818 INFO [Hey_Jude_pages#2]       StepMonitoring.java:98   | MEASURES
2026-08-01 14:21:44,819 INFO [Hey_Jude_pages#2]                 Page.java:307  | 24 raw measures: [4 in system#1, 4 in system#2, 4 in system#3, 4 in system#4, 4 in system#5, 4 in system#6]
2026-08-01 14:21:44,820 INFO [Hey_Jude_pages#2]                 Book.java:2565 | Stored /book.xml
2026-08-01 14:21:45,070 INFO [Hey_Jude_pages#2]                Sheet.java:1583 | Stored /sheet#2/sheet#2.xml
2026-08-01 14:21:45,072 INFO [Hey_Jude_pages#2]       StepMonitoring.java:98   | CHORDS
2026-08-01 14:21:45,078 INFO [Hey_Jude_pages#2]                 Book.java:2565 | Stored /book.xml
2026-08-01 14:21:45,384 INFO [Hey_Jude_pages#2]                Sheet.java:1583 | Stored /sheet#2/sheet#2.xml
2026-08-01 14:21:45,387 INFO [Hey_Jude_pages#2]       StepMonitoring.java:98   | CURVES
2026-08-01 14:21:46,022 INFO [Hey_Jude_pages#2]         SlursBuilder.java:240  | Slurs: 23
2026-08-01 14:21:46,033 INFO [Hey_Jude_pages#2]      SegmentsBuilder.java:155  | Segments: 13
2026-08-01 14:21:46,038 INFO [Hey_Jude_pages#2]                 Book.java:2565 | Stored /book.xml
2026-08-01 14:21:46,409 INFO [Hey_Jude_pages#2]                Sheet.java:1583 | Stored /sheet#2/sheet#2.xml
2026-08-01 14:21:46,411 INFO [Hey_Jude_pages#2]       StepMonitoring.java:98   | SYMBOLS
2026-08-01 14:21:46,820 INFO [Hey_Jude_pages#2]                 Book.java:2565 | Stored /book.xml
2026-08-01 14:21:47,353 INFO [Hey_Jude_pages#2]                Sheet.java:1583 | Stored /sheet#2/sheet#2.xml
2026-08-01 14:21:47,356 INFO [Hey_Jude_pages#2]       StepMonitoring.java:98   | LINKS
2026-08-01 14:21:47,366 INFO [Hey_Jude_pages#2]        SymbolsLinker.java:258  | No chord linked to OctaveShiftInter#6906{(0.124) staff:4 QUINDICESIMA ALTA} at java.awt.Point[x=433,y=978]
2026-08-01 14:21:47,367 INFO [Hey_Jude_pages#2]        SymbolsLinker.java:258  | No chord linked to OctaveShiftInter#6933{(0.163) staff:4 QUINDICESIMA ALTA} at java.awt.Point[x=803,y=978]
2026-08-01 14:21:47,367 INFO [Hey_Jude_pages#2]        SymbolsLinker.java:258  | No chord linked to OctaveShiftInter#6998{(0.232) staff:4 QUINDICESIMA BASSA} at java.awt.Point[x=1324,y=1262]
2026-08-01 14:21:47,367 INFO [Hey_Jude_pages#2]        SymbolsLinker.java:258  | No chord linked to OctaveShiftInter#7094{(0.319) staff:4 QUINDICESIMA ALTA} at java.awt.Point[x=1730,y=977]
2026-08-01 14:21:47,377 INFO [Hey_Jude_pages#2]             KeyInter.java:1198 | No effective key before AlterInter#7121{(0.794) staff:5 NATURAL pitch:0.0}
2026-08-01 14:21:47,378 INFO [Hey_Jude_pages#2]             KeyInter.java:1198 | No effective key before AlterInter#7120{(0.792) staff:6 NATURAL pitch:-5.0}
2026-08-01 14:21:47,398 INFO [Hey_Jude_pages#2]                 Book.java:2565 | Stored /book.xml
2026-08-01 14:21:47,984 INFO [Hey_Jude_pages#2]                Sheet.java:1583 | Stored /sheet#2/sheet#2.xml
2026-08-01 14:21:47,986 INFO [Hey_Jude_pages#2]       StepMonitoring.java:98   | RHYTHMS
2026-08-01 14:21:47,986 INFO [Hey_Jude_pages#2]           PageRhythm.java:199  | {Page#2.1} Time value reused from sheet#1
2026-08-01 14:21:48,020 INFO [Hey_Jude_pages#2]                 Book.java:2565 | Stored /book.xml
2026-08-01 14:21:48,428 INFO [Hey_Jude_pages#2]                Sheet.java:1583 | Stored /sheet#2/sheet#2.xml
2026-08-01 14:21:48,431 INFO [Hey_Jude_pages#2]       StepMonitoring.java:98   | PAGE
2026-08-01 14:21:48,434 INFO [Hey_Jude_pages#2]                 Book.java:2565 | Stored /book.xml
2026-08-01 14:21:48,814 INFO [Hey_Jude_pages#2]                Sheet.java:1583 | Stored /sheet#2/sheet#2.xml
2026-08-01 14:21:48,816 INFO [Hey_Jude_pages#2]            SheetStub.java:1655 | Sheet#2 disposed
2026-08-01 14:21:48,834 INFO [Hey_Jude_pages#2]                 Book.java:2050 | End of Stub#2
2026-08-01 14:21:48,834 INFO [Hey_Jude_pages]                 Book.java:2057 | End of Book{Hey_Jude_pages}
2026-08-01 14:21:49,106 INFO [Hey_Jude_pages]            SheetStub.java:1000 | Loaded /sheet#1/sheet#1.xml
2026-08-01 14:21:49,305 INFO [Hey_Jude_pages]            SheetStub.java:1000 | Loaded /sheet#2/sheet#2.xml
2026-08-01 14:21:49,511 INFO [Hey_Jude_pages]      PartwiseBuilder.java:2707 | Exporting sheet(s): [#1#2]
2026-08-01 14:21:49,603 INFO [Hey_Jude_pages]        ScoreExporter.java:164  | Score Hey_Jude_pages exported to /Users/wangzirui/教科研数据仓库/output/score/Hey_Jude/Hey_Jude_pages.mxl
2026-08-01 14:21:49,643 INFO [Hey_Jude_pages]                Score.java:181  | Closing {Score 1}
